taxon_level,taxon_id,taxon_name,change_class,change_class_avilist,change_class_id,change_class_desc,change_class_avilist_id,change_class_avilist_desc
sp,429,Common Cicadabird,5a/b,,5a/b,Non-taxonomic change - scientific and common names,,
ssp,u429a,Northern Common Cicadabird,5a/b,,5a/b,Non-taxonomic change - scientific and common names,,
ssp,u429b,Eastern Common Cicadabird,5a/b,,5a/b,Non-taxonomic change - scientific and common names,,
sp,962,Long-tailed Triller,,,,,,
ssp,u962,Norfolk Island Long-tailed Triller,,,,,,
sp,u430,White-winged Triller,,,,,,
sp,431,Varied Triller,,,,,,
ssp,u431a,Eastern Varied Triller,,,,,,
ssp,u431b,Kimberley Varied Triller,,,,,,
ssp,u431c,Top End Varied Triller,,,,,,
ssp,u431d,Cape York Varied Triller,,,,,,
sp,696,Black Currawong,,,,,,
ssp,u696a,King Island Black Currawong,,,,,,
ssp,u696b,Tasmanian Black Currawong,,,,,,
ssp,u696c,Flinders Island Black Currawong,,,,,,
sp,694,Pied Currawong,,,,,,
ssp,u694a,Western Pied Currawong,5a,,5a,Non-taxonomic change - scientific name ,,
ssp,u694b,Lord Howe Pied Currawong,,,,,,
ssp,u694c,Eastern Pied Currawong,,,,,,
ssp,u694d,Cape York Pied Currawong,,,,,,
ssp,u694e,South-eastern Pied Currawong,5a,,5a,Non-taxonomic change - scientific name ,,
ssp,u694f,Wet Tropics Pied Currawong,,,,,,
sp,697,Grey Currawong,,,,,,
ssp,u697a,Clinking Currawong,5b,,5b,Non-taxonomic change - common name ,,
ssp,u697b,Kangaroo Island Grey Currawong,,,,,,
ssp,u697c,Brown Currawong,5b,,5b,Non-taxonomic change - common name ,,
ssp,u697d,Black-winged Currawong,5b,,5b,Non-taxonomic change - common name ,,
ssp,u697e,South-western Grey Currawong,,,,,,
ssp,u697f,South-eastern Grey Currawong,,,,,,
sp,701,Black Butcherbird,,,,,,
ssp,u701a,Papuan Black Butcherbird,,,,,,
ssp,u701b,Cape York Black Butcherbird,,,,,,
ssp,u701c,North-eastern Black Butcherbird,,,,,,
ssp,u701d,Top End Black Butcherbird,,,,,,
sp,705,Australian Magpie,,,,,,
ssp,u705a,South-western Australian Magpie,,,,,,
ssp,u705b,Northern Australian Magpie,,,,,,
ssp,u705c,Tasmanian Australian Magpie,,,,,,
ssp,u705d,Pilbara Australian Magpie,,,,,,
ssp,u705e,Eyre Peninsula Australian Magpie,,,,,,
ssp,u705f,Eastern Australian Magpie,,3b,,,3b,Subspecies split - parapatric
ssp,u705h,Southern Victoria Australian Magpie,,,,,,
sp,700,Pied Butcherbird,,,,,,
ssp,u700a,Eastern Pied Butcherbird,,,,,,
ssp,u700b,Western Pied Butcherbird,,,,,,
sp,702,Grey Butcherbird,1a,,1a,Species split - allopatric,,
ssp,u702a,Tasmanian Grey Butcherbird,1a,,1a,Species split - allopatric,,
ssp,u702b,South-eastern Grey Butcherbird,1a,,1a,Species split - allopatric,,
ssp,u702c,Inland Grey Butcherbird,1a,,1a,Species split - allopatric,,
sp,703,Silver-backed Butcherbird,1a,,1a,Species split - allopatric,,
ssp,u703a,Kimberley Silver-backed Butcherbird,1a,,1a,Species split - allopatric,,
ssp,u703b,Top End Silver-backed Butcherbird,1a,,1a,Species split - allopatric,,
sp,704,Black-backed Butcherbird,,,,,,
ssp,u704,Cape York Black-backed Butcherbird,,,,,,
sp,u544,Masked Woodswallow,,,,,,
sp,u545,White-browed Woodswallow,,,,,,
sp,547,Dusky Woodswallow,,,,,,
ssp,u547a,Eastern Dusky Woodswallow,,,,,,
ssp,u547b,South-western Dusky Woodswallow,,,,,,
sp,546,Black-faced Woodswallow,,,,,,
ssp,u546a,South-western Black-faced Woodswallow,,,,,,
ssp,u546b,Central Queensland Coast Black-faced Woodswallow,5a,,5a,Non-taxonomic change - scientific name ,,
ssp,u546c,Inland Black-faced Woodswallow,,,,,,
ssp,u546d,Cape York Black-faced Woodswallow,,,,,,
sp,548,Little Woodswallow,,,,,,
ssp,u548a,Northern Little Woodswallow,,,,,,
ssp,u548b,Western Little Woodswallow,,,,,,
sp,543,White-breasted Woodswallow,5a,,5a,Non-taxonomic change - scientific name ,,
ssp,u543,Torresian White-breasted Woodswallow,5a,,5a,Non-taxonomic change - scientific name ,,
sp,368,Yellow-breasted Boatbill,,,,,,
ssp,u368a,Cape York Yellow-breasted Boatbill,,,,,,
ssp,u368b,Wet Tropics Yellow-breasted Boatbill,,,,,,
sp,363,Northern Fantail,5a,,5a,Non-taxonomic change - scientific name ,,
ssp,u363a,Papuan Northern Fantail,5a,,5a,Non-taxonomic change - scientific name ,,
ssp,u363b,Australian Northern Fantail,5a,,5a,Non-taxonomic change - scientific name ,,
sp,364,Willie Wagtail,,,,,,
ssp,u364a,Southern Willie Wagtail,,,,,,
ssp,u364b,Papuan Willie Wagtail,,,,,,
ssp,u364c,Northern Willie Wagtail,,,,,,
sp,362,Rufous Fantail,1a,,1a,Species split - allopatric,,
ssp,u362a,North-eastern Rufous Fantail,,,,,,
ssp,u362b,Southern Rufous Fantail,,,,,,
sp,718,Arafura Fantail,1a,,1a,Species split - allopatric,,
ssp,u718a,Australian Arafura Fantail,1a,,1a,Species split - allopatric,,
sp,u826,Mangrove Fantail,5b,,5b,Non-taxonomic change - common name ,,
sp,361,Grey Fantail,1a,,1a,Species split - allopatric,,
ssp,u361a,Inland Grey Fantail,5a,,5a,Non-taxonomic change - scientific name ,,
ssp,u361b,Tasmanian Grey Fantail,5a,,5a,Non-taxonomic change - scientific name ,,
ssp,u361c,South-eastern Grey Fantail,5a,,5a,Non-taxonomic change - scientific name ,,
ssp,u361d,North-eastern Grey Fantail,5a/c,,5a/c,Non-taxonomic change - scientific name  and taxon_id,,
ssp,u361e,Norfolk Island Grey Fantail,5a,,5a,Non-taxonomic change - scientific name ,,
ssp,u361f,South-western Grey Fantail,5a,,5a,Non-taxonomic change - scientific name ,,
sp,719,New Zealand Fantail,1a,,1a,Species split - allopatric,,
ssp,u719,Lord Howe Fantail,1a,,1a,Species split - allopatric,,
sp,673,Spangled Drongo,,,,,,
ssp,u673a,North-eastern Spangled Drongo,,,,,,
ssp,u673b,North-western Spangled Drongo,,,,,,
ssp,u673c,Southern Spangled Drongo,,,,,,
ssp,u673d,Papuan Spangled Drongo,,,,,,
sp,365,Leaden Flycatcher,,,,,,
ssp,u365a,North-western Leaden Flycatcher,,,,,,
ssp,u365b,Cape York Leaden Flycatcher,,,,,,
ssp,u365e,Papuan Leaden Flycatcher,,,,,,
ssp,u365c,South-eastern Leaden Flycatcher,,,,,,
ssp,u365d,Eastern Leaden Flycatcher,,,,,,
sp,367,Broad-billed Flycatcher,,,,,,
ssp,u367,Torresian Broad-billed Flycatcher,,,,,,
sp,u366,Satin Flycatcher,,,,,,
sp,372,Shining Flycatcher,,,,,,
ssp,u372a,North-western Shining Flycatcher,,,,,,
ssp,u372b,Eastern Shining Flycatcher,,,,,,
sp,u722,Paperbark Flycatcher,1b,,1b,Species split - parapatric,,
sp,u728,Restless Flycatcher,1b,,1b,Species split - parapatric,,
sp,u371,Frill-necked Monarch,1a,,1a,Species split - allopatric,,
sp,370,Pied Monarch,,,,,,
ssp,u370a,Southern Pied Monarch,,,,,,
ssp,u370b,Northern Pied Monarch,,,,,,
sp,415,Magpie-lark,,,,,,
ssp,u415a,Southern Magpie-lark,,,,,,
ssp,u415b,Northern Magpie-lark,,,,,,
sp,375,Spectacled Monarch,,,,,,
ssp,u375a,Cape York Spectacled Monarch,,4a,,,4a,Subspecies lump - allopatric
ssp,u375b,Southern Spectacled Monarch,,4a,,,4a,Subspecies lump - allopatric
sp,u376,White-eared Monarch,,,,,,
sp,374,Black-winged Monarch,,,,,,
ssp,u374,Australian Black-winged Monarch,,,,,,
sp,u373,Black-faced Monarch,,,,,,
sp,692,Torresian Crow,,,,,,
ssp,u692a,Australian Torresian Crow,,,,,,
ssp,u692b,Papuan Torresian Crow,,,,,,
sp,u691,Little Crow,,,,,,
sp,u954,Little Raven,,,,,,
sp,868,Forest Raven,,,,,,
ssp,u868a,New England Forest Raven,,,,,,
ssp,u868b,Southern Forest Raven,,,,,,
sp,930,Australian Raven,,,,,,
ssp,u930a,Eastern Australian Raven,,,,,,
ssp,u930b,Western Australian Raven,,,,,,
sp,693,White-winged Chough,,,,,,
ssp,u693a,Eastern White-winged Chough,,,,,,
ssp,u693b,South Australian White-winged Chough,,,,,,
sp,675,Apostlebird,,,,,,
ssp,u675a,Southern Apostlebird,,,,,,
ssp,u675b,Northern Apostlebird,,,,,,
sp,689,Trumpet Manucode,,,,,,
ssp,u689a,Cape York Trumpet Manucode,,,,,,
sp,u686,Paradise Riflebird,5a,,5a,Non-taxonomic change - scientific name ,,
sp,u687,Victoria's Riflebird,,,,,,
sp,688,Magnificent Riflebird,5a,,5a,Non-taxonomic change - scientific name ,,
ssp,u688,Australian Magnificent Riflebird,5a,,5a,Non-taxonomic change - scientific name ,,
sp,u384,Rose Robin,,,,,,
sp,383,Pink Robin,,,,,,
ssp,u383a,Mainland Pink Robin,,,,,,
ssp,u383b,Tasmanian Pink Robin,,,,,,
sp,u382,Flame Robin,,,,,,
sp,380,Scarlet Robin,1a,,1a,Species split - allopatric,,
ssp,u380a,Eastern Scarlet Robin,5a,,5a,Non-taxonomic change - scientific name ,,
ssp,u380b,South-western Scarlet Robin,5a,,5a,Non-taxonomic change - scientific name ,,
ssp,u380c,Tasmanian Scarlet Robin,5a,,5a,Non-taxonomic change - scientific name ,,
sp,u714,Norfolk Island Robin,1a,,1a,Species split - allopatric,,
sp,u381,Red-capped Robin,,,,,,
sp,395,Yellow-legged Flycatcher,,,,,,
ssp,u395,Australian Yellow-legged Flycatcher,,,,,,
sp,379,Lemon-bellied Flycatcher,1a,2a,1a,Species split - allopatric,2a,Species lump - allopatric
ssp,u379a,North-central Lemon-bellied Flycatcher,,,,,,
ssp,u379b,Torresian Lemon-bellied Flycatcher,,,,,,
ssp,u379c,South-eastern Lemon-bellied Flycatcher,,,,,,
ssp,u379d,Kimberley Lemon-bellied Flycatcher,1a,2a,1a,Species split - allopatric,2a,Species lump - allopatric
sp,377,Jacky Winter,,,,,,
ssp,u377a,Southern Jacky Winter,,,,,,
ssp,u377b,Eastern Jacky Winter,,,,,,
ssp,u377c,Northern Jacky Winter,,,,,,
sp,u442,Northern Scrub-robin,4c,,4c,Subspecies lump - indeterminate/unknown,,
sp,u441,Southern Scrub-robin,,,,,,
sp,u390,White-browed Robin,,,,,,
sp,u391,Buff-sided Robin,,,,,,
sp,u389,Grey-headed Robin,1a,,1a,Species split - allopatric,,
sp,392,Eastern Yellow Robin,,,,,,
ssp,u392a,South-eastern Yellow Robin,,,,,,
ssp,u392b,North-eastern Yellow Robin,5a,,5a,Non-taxonomic change - scientific name ,,
sp,394,Western Yellow Robin,,,,,,
ssp,u394a,South-western Yellow Robin,,,,,,
ssp,u394b,Eyre Peninsula Yellow Robin,,,,,,
sp,u387,White-breasted Robin,,,,,,
sp,397,White-faced Robin,,,,,,
ssp,u397,Australian White-faced Robin,,,,,,
sp,396,Pale-yellow Robin,,,,,,
ssp,u396a,Southern Pale-yellow Robin,,,,,,
ssp,u396b,Northern Pale-yellow Robin,,,,,,
sp,385,Hooded Robin,,,,,,
ssp,u385a,South-eastern Hooded Robin,,,,,,
ssp,u385b,Tiwi Hooded Robin,5b,,5b,Non-taxonomic change - common name ,,
ssp,u385c,Northern Hooded Robin,,,,,,
ssp,u385d,Western Hooded Robin,,,,,,
sp,386,Dusky Robin,,,,,,
ssp,u386a,King Island Dusky Robin,,,,,,
ssp,u386b,Tasmanian Dusky Robin,,,,,,
sp,388,Mangrove Robin,5a,,5a,Non-taxonomic change - scientific name ,,
ssp,u388a,Top End Mangrove Robin,5a,,5a,Non-taxonomic change - scientific name ,,
ssp,u388b,Western Mangrove Robin,5a,,5a,Non-taxonomic change - scientific name ,,
ssp,u388c,Eastern Mangrove Robin,5a,,5a,Non-taxonomic change - scientific name ,,
ssp,u388d,Papuan Mangrove Robin,5a,,5a,Non-taxonomic change - scientific name ,,
sp,648,Horsfield's Bushlark,,,,,,
ssp,u648a,Wet Tropics Horsfield's Bushlark,,,,,,
ssp,u648b,Kimberley Horsfield's Bushlark,,,,,,
ssp,u648c,Dampierland Horsfield's Bushlark,,,,,,
ssp,u648d,Eastern Horsfield's Bushlark,,,,,,
ssp,u648e,Tiwi Horsfield's Bushlark,5b,,5b,Non-taxonomic change - common name ,,
ssp,u648f,Western Queensland Horsfield's Bushlark,,,,,,
ssp,u648g,South Australian Horsfield's Bushlark,,,,,,
ssp,u648h,Top End Horsfield's Bushlark,,,,,,
ssp,u648i,Pilbara Horsfield's Bushlark,,,,,,
sp,993,Eurasian Skylark,,,,,,
ssp,u993,European Eurasian Skylark,,,,,,
sp,969,Zitting Cisticola,,,,,,
ssp,u969a,Eastern Zitting Cisticola,,,,,,
ssp,u969b,Top End Zitting Cisticola,,,,,,
ssp,u969c,Normanton Zitting Cisticola,,,,,,
sp,525,Golden-headed Cisticola,,,,,,
ssp,u525a,Northern Golden-headed Cisticola,,,,,,
ssp,u525b,North-eastern Golden-headed Cisticola,5a,,5a,Non-taxonomic change - scientific name ,,
ssp,u525c,South-eastern Golden-headed Cisticola,,,,,,
ssp,u525d,North-western Golden-headed Cisticola,,,,,,
sp,u872,Oriental Reed-Warbler,1a,,1a,Species split - allopatric,,
sp,524,Australian Reed-Warbler,,,,,,
ssp,u524a,Eastern Australian Reed-Warbler,,4b,,,4b,Subspecies lump - parapatric
ssp,u524b,Western Australian Reed-Warbler,3b,4b,3b,Subspecies split - parapatric,4b,Subspecies lump - parapatric
sp,u508,Brown Songlark,,,,,,
sp,u509,Rufous Songlark,,,,,,
sp,523,Tawny Grassbird,,,,,,
ssp,u523,Australian Tawny Grassbird,,,,,,
sp,522,Little Grassbird,,,,,,
ssp,u522a,Eastern Little Grassbird,,,,,,
ssp,u522b,Tasmanian Little Grassbird,,,,,,
ssp,u522c,Western Little Grassbird,,,,,,
sp,u507,Spinifexbird,,,,,,
sp,u358,White-backed Swallow,,,,,,
sp,u360,Fairy Martin,,,,,,
sp,359,Tree Martin,,,,,,
ssp,u359a,Mainland Tree Martin,,,,,,
ssp,u359b,Tasmanian Tree Martin,,,,,,
sp,357,Welcome Swallow,,,,,,
ssp,u357a,Western Welcome Swallow,,,,,,
ssp,u357b,Eastern Welcome Swallow,,,,,,
sp,879,Barn Swallow,,,,,,
ssp,u879,Eastern Barn Swallow,,,,,,
sp,990,Red-whiskered Bulbul,,,,,,
ssp,u990,Chinese Red-whiskered Bulbul,,,,,,
sp,577,Ashy-bellied White-eye,,,,,,
ssp,u577,Arafura Ashy-bellied White-eye,,,,,,
sp,576,Australian Yellow White-eye,5b,,5b,Non-taxonomic change - common name ,,
ssp,u576a,Western Australian Yellow White-eye,5b,,5b,Non-taxonomic change - common name ,,
ssp,u576b,Northern Australian Yellow White-eye,5b,,5b,Non-taxonomic change - common name ,,
sp,574,Silvereye,,,,,,
ssp,u574a,Capricorn Silvereye,5b,,5b,Non-taxonomic change - common name ,,
ssp,u574b,Western Silvereye,5b,,5b,Non-taxonomic change - common name ,,
ssp,u574c,Eastern Silvereye,,,,,,
ssp,u574d,Tasmanian Silvereye,,,,,,
ssp,u574e,King Island Silvereye,,,,,,
ssp,u574f,South Australian Silvereye,,,,,,
ssp,u574g,Lord Howe Silvereye,,,,,,
ssp,u574h,North-eastern Silvereye,,,,,,
ssp,u574i,South-eastern Silvereye,,,,,,
sp,u956,Christmas Island White-eye,,,,,,
sp,u961,White-chested White-eye,,,,,,
sp,u960,Slender-billed White-eye,,,,,,
sp,u943,Robust White-eye,,,,,,
sp,999,Common Starling,,,,,,
ssp,u999,European Common Starling,,,,,,
sp,998,Common Myna,,,,,,
ssp,u998,Indian Common Myna,,,,,,
sp,674,Metallic Starling,,,,,,
ssp,u674,Torresian Metallic Starling,,,,,,
sp,u724,Singing Starling,,,,,,
sp,733,Tasman Starling,,,,,,
ssp,u733a,Norfolk Island Tasman Starling,,,,,,
ssp,u733b,Lord Howe Tasman Starling,,,,,,
sp,779,Bassian Thrush,,,,,,
ssp,u779a,Wet Tropics Bassian Thrush,,,,,,
ssp,u779b,Western Bassian Thrush,5b,,5b,Non-taxonomic change - common name ,,
ssp,u779c,South-eastern Bassian Thrush,,,,,,
sp,780,Russet-tailed Thrush,,,,,,
ssp,u780,Australian Russet-tailed Thrush,,,,,,
sp,992,Song Thrush,,,,,,
ssp,u992,European Song Thrush,,,,,,
sp,991,Common Blackbird,,,,,,
ssp,u991,European Common Blackbird,,,,,,
sp,936,Island Thrush,,1a,,,1a,Species split - allopatric
ssp,u936b,Norfolk Island Thrush,,,,,,
ssp,u936c,Lord Howe Thrush,,,,,,
sp,u5154,Christmas Island Thrush,,1a,,,1a,Species split - allopatric
sp,564,Mistletoebird,,1a,,,1a,Species split - allopatric
ssp,u564,Australian Mistletoebird,,1a,,,1a,Species split - allopatric
sp,751,Red-capped Flowerpecker,,,,,,
ssp,u751,Papuan Red-capped Flowerpecker,,,,,,
sp,572,Olive-backed Sunbird,,5a,,,5a,Non-taxonomic change - scientific name 
ssp,u572,Australian Olive-backed Sunbird,,5a,,,5a,Non-taxonomic change - scientific name 
sp,983,Nutmeg Mannikin,,,,,,
ssp,u983,Chinese Nutmeg Mannikin,,,,,,
sp,u658,Yellow-rumped Mannikin,,,,,,
sp,657,Chestnut-breasted Mannikin,,,,,,
ssp,u657,Australian Chestnut-breasted Mannikin,,,,,,
sp,u806,Java Sparrow,,,,,,
sp,u659,Pictorella Mannikin,,,,,,
sp,650,Beautiful Firetail,4a,,4a,Subspecies lump - allopatric,,
ssp,u650a,South-eastern Beautiful Firetail,,,,,,
ssp,u650b,Glenelg Beautiful Firetail,,,,,,
ssp,u650c,Western Beautiful Firetail,,3a,,,3a,Subspecies split - allopatric
sp,u651,Red-eared Firetail,,,,,,
sp,u652,Diamond Firetail,,,,,,
sp,u654,Painted Finch,,,,,,
sp,662,Red-browed Finch,,,,,,
ssp,u662a,Cape York Red-browed Finch,,,,,,
ssp,u662b,Southern Red-browed Finch,,,,,,
sp,664,Crimson Finch,,4a,,,4a,Subspecies lump - allopatric
ssp,u664a,Black-bellied Crimson Finch,1a,4a,1a,Species split - allopatric,4a,Subspecies lump - allopatric
ssp,u665b,White-bellied Crimson Finch,1a,4a,1a,Species split - allopatric,4a,Subspecies lump - allopatric
sp,663,Star Finch,,,,,,
ssp,u663a,Cape York Star Finch,,,,,,
ssp,u663b,Southern Star Finch,,,,,,
ssp,u663c,Western Star Finch,,,,,,
sp,u661,Plum-headed Finch,,,,,,
sp,669,Masked Finch,,,,,,
ssp,u669a,Cape York Masked Finch,,,,,,
ssp,u669b,Western Masked Finch,,,,,,
sp,666,Long-tailed Finch,,,,,,
ssp,u666a,Western Long-tailed Finch,,,,,,
ssp,u666b,Eastern Long-tailed Finch,,,,,,
sp,667,Black-throated Finch,,,,,,
ssp,u667a,Northern Black-throated Finch,,,,,,
ssp,u667b,Southern Black-throated Finch,,,,,,
sp,u653,Zebra Finch,4a,,4a,Subspecies lump - allopatric,,
sp,655,Double-barred Finch,,,,,,
ssp,u655a,Western Double-barred Finch,,,,,,
ssp,u655b,Eastern Double-barred Finch,,,,,,
sp,660,Blue-faced Parrot-Finch,,,,,,
ssp,u660a,Torresian Blue-faced Parrot-Finch,5b,3a,5b,Non-taxonomic change - common name ,3a,Subspecies split - allopatric
ssp,u660b,Wet Tropics Blue-faced Parrot-Finch,,3a,,,3a,Subspecies split - allopatric
sp,u670,Gouldian Finch,,,,,,
sp,995,House Sparrow,,,,,,
ssp,u995,European House Sparrow,,,,,,
sp,994,Eurasian Tree Sparrow,,,,,,
ssp,u994,Eurasian Tree Sparrow (ssp),,,,,,
sp,647,Australian Pipit,,1a,,,1a,Species split - allopatric
ssp,u647a,Central Australian Pipit,,1a,,,1a,Species split - allopatric
ssp,u647b,South-western Australian Pipit,,1a,,,1a,Species split - allopatric
ssp,u647c,Tasmanian Australian Pipit,,1a,,,1a,Species split - allopatric
ssp,u647d,Northern Australian Pipit,,1a,,,1a,Species split - allopatric
sp,877,Eastern Yellow Wagtail,1a,,1a,Species split - allopatric,,
ssp,u877b,East Siberian Yellow Wagtail,1a,,1a,Species split - allopatric,,
ssp,u877c,Green-headed Wagtail,1a,,1a,Species split - allopatric,,
sp,997,Common Greenfinch,,,,,,
ssp,u997,Common Greenfinch (ssp),,,,,,
sp,790,Redpoll,,,,,,
sp,996,European Goldfinch,,,,,,
ssp,u996,European Goldfinch (ssp),,,,,,
hybrid,816,Black Duck-Mallard hybrid,,,,,,
hybrid,822,Cox's Sandpiper,,,,,,
group,5141,Purple-backed Fairy-wren/Central East Coast Variegated Fairy-wren,,,,,,
group,5142,Purple-backed Fairy-wren/Kimberley Lavender-flanked Fairy-wren,,,,,,
group,5145,Purple-backed Fairy-wren/Top End Lavender-flanked Fairy-wren,,,,,,
hybrid,5120,Black-eared Miner x Yellow-throated Miner (hybrid),,,,,,
sp,u869,Red Bishop,,,,,,
sp,u873,Red-vented Bulbul,,,,,,
sp,u951,White-winged Widowbird,,,,,,
sp,987,Weka,,,,,,
ssp,u987,Stewart Island Weka,,,,,,
sp,u5000,Chukar partridge,,,,,,
sp,u5029,Asian Golden Weaver,,,,,,
